population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1989,8.997906846188135e-05,0.00018024213512706264,4.957984209860265e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1989,0.08151433746521011,0.16335121067910646,0.04484197319781736
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1989,14277.916405713957,20601.906799474353,10192.233569592534
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1989,0.0003001892531522112,0.0004319685346782085,0.00021384691124545194
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1989,0.2719516015825599,0.3924047032191268,0.1941315640316373
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1990,113701.63990864248,128323.61265406261,101935.34425460648
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1990,0.002371802116735763,0.0026718937537506785,0.002128122087892354
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1990,2.1308016205983003,2.4048216193188043,1.9102978365877676
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1990,41965.746326399625,52078.91120347316,33584.91963357734
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1990,0.0008754014466260194,0.00108503738294182,0.0007019697216507495
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1990,0.7864502249374556,0.9759738600122052,0.6293911085221804
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1990,3718.768065354968,4987.331772294596,2842.5843177710813
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1990,7.757654922725943e-05,0.00010445276199370603,5.911693342284108e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1990,0.06969078921512785,0.09346404002092988,0.0532708523453191
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1990,4580.862470707802,9499.30809541059,2449.8895485000276
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1990,9.555210134795804e-05,0.00019846645966595532,5.118884132398069e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1990,0.08584668773612117,0.17801978142555278,0.045911638780452686
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1990,15054.21686887314,20952.74618899391,10727.9624070484
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1990,0.0003140257986022031,0.0004386115019243498,0.0002235647536682679
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1990,0.28212037862256845,0.3926605242577466,0.20104511861942675
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1991,120366.77591471293,135870.12934348304,108746.42093508416
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1991,0.0024874729694935867,0.002802580965589571,0.002244097178327799
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1991,2.221144886226284,2.507230427074122,2.0067128567647234
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1991,45146.01905395805,55141.76911026655,36167.71839782453
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1991,0.0009330074474989003,0.0011416577366286952,0.0007477667435518792
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1991,0.8330857796359418,1.0175387480970814,0.6674079467138128
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1991,3918.3104222298566,5280.233279991568,3003.288899318651
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1991,8.09805319760172e-05,0.0001091316905232045,6.160099002183001e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1991,0.07230512814557473,0.09743688039168885,0.055420108496620366
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1991,5028.020309153443,9930.542399924452,2636.577831416647
